"MinerForm.CGMInerConf.Text2","to turn off fan control"
"MinerForm.CGMInerConf.Text3","Example parameters for Cryptonight"
"MinerForm.CGMInerConf.Text4","Example parameters for Ethash"
"MinerForm.CGMInerConf.Text5","For debugging"
"MinerForm.CGMInerConf.Text6","to select device to use; one value, range and/or comma separated (e.g. 0-2,4)"
"MinerForm.CGMinerFork.Text1","You have to try different versions as some of them may not work with certain algos or pools."
"MinerForm.CGMinerFork.Text2","Also try to add"
"MinerForm.CGMinerFork.Text3","and"
"MinerForm.CGMinerFork.Text4","in config to for more details for inspecting the problem."
"MinerForm.CGMinerFork.Text5","Detailed list of forks is"
"MinerForm.CGMinerFork.Text6","here"
"MinerForm.DpoolTpl.Text1","example for SIA on nanopool"
"MinerForm.DpoolTpl.Text2","will be substituted with correct values from the wallet. For correct WALLET string please, read your pool's help section for format details."
"MinerForm.ClaymoreDescr.Text1","Decred/Siacoin/Lbry/Pascal intensity. Default value is 30."
"MinerForm.ClaymoreDescr.Text2","For PASC a reasonable value is around 10, for SIA it's around 15. Higher values will cause a hashrate reduction on ETH mining."
"MinerForm.ClaymoreConfig.Text1","Enter settings for the config.txt of Claymore. One per line in the following format:"
"MinerForm.ClaymoreConfig.Text2","will set fans to 100%"
"MinerForm.ClaymoreConfig.Text3","will set target temperature to 65C"
"MinerForm.ClaymoreConfig.Text4","to disable fan control"
"MinerForm.ClaymoreConfig.Text5","use GPUs 3, 4, 10, 11"
"MinerForm.ClaymoreConfig.Text6","Please refer to"
"MinerForm.ClaymoreConfig.Text7","Claymore documentation"
"MinerForm.ClaymoreConfig.Text8","for other settings"
"MinerForm.CpuMinerConfig.Text1","Add extra parameters in the config if required. One per line in the following format without commas or dots at the end of a line:"
"MinerForm.CpuMinerConfig.Text2","number of miner threads (default: number of processors). Recommeded for most algos n = cores - 1"
"MinerForm.CpuMinerConfig.Text3","set process affinity to cpu core(s), mask 10 (0xA) for cores 1 and 3"
"MinerForm.CpuMinerConfig.Text4","temperature in degrees Celsius (default value is 85) — stops mining."
"MinerForm.Server","Write any other failover pools in the next line, the password is one for all."
"MinerForm.DstmConf.Text1","For extra values, for example:"
"MinerForm.DstmConf.Text2","A comma separated list of cuda devices"
"MinerForm.DstmConf.Text3","For load reduction, a comma separated list of dev_id:intensity values"
"MinerForm.DstmConf.Text4","The workload of each GPU will be continuously adjusted in order for the temperature to stay around a specific value. A comma separated list of of dev_id:temp-target values, e.g."
"MinerForm.EthServ.Text1","For getwork use one of the following:"
"MinerForm.EthServ.Text2","For stratum use one of the following:"
"MinerForm.EthServ.Text3","Examples"
"MinerForm.EthConf.Text1","For extra values, for example"
"MinerForm.EthConf.Text2","which OpenCL devices to mine on"
"MinerForm.EthConf.Text3","which CUDA devices to mine on"
"MinerForm.EwbtConf.Text1","Add extra parameters in the config if required. One per line in the following format without commas or dots at the end of a line. For example:"
"MinerForm.EwbtConf.Text2","to use only specific GPUs"
"MinerForm.EwbtConf.Text3","to set custom temperature limit"
"MinerForm.LolConf.Text1","For extra values, for example"
"MinerForm.LolConf.Text2","A comma separated list of devices"
"MinerForm.OptiConf.Text1","For extra values, for example"
"MinerForm.OptiConf.Text2","OpenCL device ID to use. If no devices are specified, all are used"
"MinerForm.OptiConf.Text3","OpenCL platform ID to use"
"MinerForm.OptiConf.Text4","Worker intensity. 0 means auto-detect based on available memory"
"MinerForm.XmConf.Text1","Add extra parameters in the config if required. One per line in the following format without commas or dots at the end of a line. For example:"
"MinerForm.XmConf.Text2","reduce CPU usage from 75% to 50%"
"MinerForm.XmConf.Text3","Other parameters can be found in"
"MinerForm.XmConf.Text4","xmrig doc"
"MinerForm.XmUrl.Text1","Pool address should be in the following form"
"MinerForm.XmUrl.Text2","Only stratum pools are supported"
"MinerForm.XmUrl.Text3","For failover pools just write them on the next line, pass is used one for all."
"MinerForm.XmStakCpuUrl.Text1","Pool address should be in the following form"
"MinerForm.XmStakCpuUrl.Text2","Only stratum pools are supported"
"MinerForm.XmrAmd.Text1","Full contents of amd.txt, example below"
"MinerForm.XmrAmd.Text2","To disable AMD GPUs"
"MinerForm.XmrAmd.Text3","Tuning guide"
"MinerForm.XmrNvidia.Text1","The full contents of nvidia.txt, example below"
"MinerForm.XmrNvidia.Text2","To disable Nvidia GPUs"
"MinerForm.XmrNvidia.Text3","Tuning guide"
"MinerForm.XmrCpu","The full contents of cpu.txt, example below"
"per","per"
"OC.DefaultConfig","Default Config"
"OC.DefaultHint","Used by default. Can be overridden by the algorithm's configuration"
"Account.AuthenticationTokenCurrent","Current Session Tokens"
"Account.AuthenticationTokenOther","Other Session Tokens"
"Enter amount","Enter amount"
"Send","Send"
"Revoke","Revoke"
"Monitor","Monitor"
"Tech","Tech"
"AccessLevel.Monitor","Workers, Overview, Stats and Activity. Tags can be assigned to limit workers visibility for trusted account."
"AccessLevel.Tech","Overclock, Reboot and Shutdown, Upgrade."
"AccessLevel.Rocket","Apply miner and wallet to worker. Create and delete Workers."
"AccessLevel.Advanced","Execute commands, VPN, Wallets and Tuning."
"AccessLevel.Full","Password, 2FA, Notifications, Payments and Ownership."
"Full Access","Full Access"
"Advanced","Advanced"
"CompactView.Status.InvalidShares","Low Ratio or Invalid shares"
"CompactView.Status.HightTemperature","High Temperature"
"CompactView.Status.LowHashrate","Low hashrate"
"Load Avg","Load Average"
"Subscribed","Subscribed"
"Create Flight Sheets","Create Flight Sheets"
"Worker.FlightSheets.epmtyMessage","To start mining"
"FS.ActiveFSEdit","This Flight Sheet is active."
"FS.ApplyAll","All workers"
"FS.AttachedWorlers","Attached workers"
"FS.ChangesWillBeApplied","Changes will be applied on all the workers using this Flight Sheet."
"FS.NewFSWillBeCreated","New Flight Sheet will be created for this worker and applied only to it."
"FS.OnlyThis","Only this worker"
"Account.WhiteList","White List"
"Account.WhiteListHint","Here you can limit IPs that are allowed to login to your account. The values are separated by spaces."
"Account.WhiteListHint2","Your current IP address."
"Account.WhiteListHint3","Basic checks are done on server so you will not cut yourself off from the rig."
"Account.WhiteListExamples","Examples:"
"Account.WhiteListExample1","single IP address is allowed"
"Account.WhiteListExample2","two IPs are allowed"
"Account.WhiteListExample3","will match any IP starting with 172.217.16."
"Account.WhiteListExample4","will match any IP starting with 172.217.d"
"Account.WhiteListExample5","single IPv6 address"
"Account.WhiteListExample6","will match any IPv6 address starting with 2001:db8::"
"Account.WhiteListPlaceholder","Enter an IP address"
"Account.WhiteListAddNewPlaceholder","Enter new IP address"
"CoinPaymentsDeposits","CoinPayments Deposits"
"Billing.TransactionFee","Add TRANSACTION FEE to the specified amount"
"Billing.FAQ","Payment FAQ"
"WorkerSettings.GuiTurnedOn","GUI enabled"
"WorkerSettings.GuiTurnedOff","GUI disabled"
"VPN.TurnedOn","VPN turned On"
"VPN.TurnedOff","VPN Turned Off"
"Account.AuthenticationTwoFactor5","Google Authenticator is not a good choice. If you loose or break your device, your codes will be gone. An advice would be to use"
"BillingFarm.DaysUntil","Days until farm is locked"
"BillingFarm.ToLock","days to lock"
"AMD","AMD"
"Card Types","Card Types"
"TEMP","TEMP"
"FAN","FAN"
"Core","Core"
"MEM","MEM"
"FlightSheets.ToManage","To manage your wallets go to"
"FlightSheets.WalletsPage","Wallets page"
"FS.WallAddress","Wallet Address"
"Claymore User Config","Claymore User Config"
"2FA.ON","Two Factor Authentication turned On"
"2FA.OFF","Two Factor Authentication turned Off"
"Account.TwoFactorDisableDescription","Enter the code to disable 2FA. Saved QR code (secret) will no longer work, you can delete it afterwards."
"MinerForm.Custom.InstallationUrl","Installation URL"
"MinerForm.Custom.MinerName","Miner name"
"AutoFans.ON","AutoFan On"
"AutoFans.OFF","AutoFan Off"
"AutoFans.TargetTemp","Target temperature"
"AutoFans.MinFan","Min fan speed"
"AutoFans.MaxFan","Max fan speed"
"AutoFans.Critical","Critical temperature"
"AutoFans.NoAMDLabel","No AMD"
"AutoFans.RebootOnErrors","Reboot on errors"
"WDConfig.Minutes","minutes"
"WDConfig.MinerRestart","Miner restart after"
"WDConfig.RebootAfter","Reboot rig after"
"Server","Server"
"Pass","Pass"
"Port","Port"
"Template","Template"
"Server Urls","Server URLs"
"PersonalToken.Placeholder","Enter a name for personal token"
"2FA Disabled","2FA Disabled"
"2FA Enabled","2FA Enabled"
"Discount","Discount"
"Monthly price","Monthly price"
"Daily use","Daily use"
"Payments.DailyRigsUse","Daily Rigs Use"
"Payments.DailyRigsPrice","Daily Rigs Price"
"Payments.DailyAsicsPrice","Daily ASIC Price"
"Payments.DailyAsicsUse","Daily ASIC Use"
"Payments.Refill","To refill your balance visit"
"rig","rig"
"Coin.TypeIn","Type in Coin Ticker"
"CoinPaymentsDeposits.ShowAll","Show All Deposits"
"gained","gained"
"subscribed","subscribed"
"OverclockingAlgoTable.CcAlgoResolved","Click Add to set overclocking for this algorithm"
"Algo","Algorithm"
"Billing Page","Billing Page"
"Select algo","Select algorithm"
"more","more"
"PaymentsList.CheckStatus","Check your payment status"
"AsicTable.Chain","Chain"
"AsicTable.ASIC","ASIC"
"AsicTable.Frequency","Frequency"
"AsicTable.HW","Hardware"
"AsicTable.Temp","Temp"
"AsicTable.ASICStatus","ASIC Status"
"FilterWallets.more","more wallets"
"Tuned","Tuned"
"MiningInfo.Title","Mining Info"
"MiningInfo.Tuned","Tuned miner"
"OverclockingAlgoTable.more","more"
"PowerGraph.Power","Power"
"The latest","The latest"
"for","for"
"PoolConfigModal.EnterUrls","Enter URLs"
"Intensity:","Intensity:"
"Wallet Address","Wallet Address"
"Dcoin","Dcoin"
"Example for nanopool","Example for nanopool"
"WalletWorkTemplate:","Wallet and worker template:"
"dstm 0.6.0 had changed config syntax","dstm 0.6.0 had changed config syntax"
"Action.OCUpdated","Overclocking Template successfully updated."
"Action.OCRemoved","Overclocking Template successfully removed"
"Worker added","Worker added"
"Worker removed","Worker removed"
"Worker updated successfully","Worker updated successfully"
"Password successfully updated","Password successfully updated"
"Worker has been transferred","Worker has been transferred"
"Action.RemoveAllWorkersMessages","All messages have been removed"
"Action.NowFarmYours","This farm now belongs to you"
"Action.RequestRejected","Requests have been successfully rejected"
"Action.LoginInvalid","Invalid login"
"Action.KeyUpdated","API KEY updated"
"Action.KeyRemoved","API KEY removed"
"Action.KeyAdded","API KEY added"
"Action.YouUnsubscribed","You successfully unsubscribed"
"Action.YouSubscribed","You successfully subscribed"
"Action.WorkerUpdated","Worker updated successfully"
"Url","URL"
"Should be selected at least one server","At least one server should be selected"
"Filed is required","This filed is required"
"NewRig","Looks like something new! Let's 🚀 to the 🌕"
"NewRig.Read","Please read the"
"NewRig.Read2","installation guide"
"NewRig.Read3","on how to setup your worker"
"or","or"
"InfoWorker.Password","Password must be 1 or more characters."
"discount","discount"
"RemoveWorkerModal.Text1","You are going to remove workers"
"RemoveWorkerModal.Text2","Removed workers CANNOT be restored! Are you ABSOLUTELY sure?"
"RemoveWorkerModal.Text3","This action can lead to data loss. To prevent accidental actions we ask you to confirm your intentions"
"Workers removed","Workers removed"
"Shut down worker?","Shutdown worker?"
"Shut down workers?","Shutdown workers?"
"High Load Avg.","High Load Avg."
"Payments.PricePerRig","Price Per Rig"
"Payments.PricePerAsic","Price Per ASIC"
"30 minutes","30 minutes"
"1 hour","1 hour"
"From farm balance","From farm balance"
"Connect via","Connect via"
"ConsoleCommand.Hello","say hello to server for data refresh"
"ConsoleCommand.Dmesg","show info about core loading and drivers"
"ConsoleCommand.BminerApi","show bminer API info"
"ConsoleCommand.CgminerApi","show cgminer API info"
"ConsoleCommand.Selfupgrade","update to latest version"
"ConsoleCommand.InnosiliconEnableCron","enable cgminer restart once per 24h (only for Innosilicon)"
"YourFunds","Your Funds"
"FarmBalance","Farm Balance"
"RefillBalance","Refill Balance"
"RefillMethod","Choose method to refill"
"Coinpayments","CoinPayments"
"MyDeposit","My Deposit"
"OtherFarms","Other Farms"
"Referal","Referal"
"AddFee","Add Transaction Fee to specified account"
"WhatIsFee","What is a Transaction Fee"
"RefillFromDeposit","You can refill farm from your deposit"
"BillingInformation","Billing information is updated daily."
"DownloadInvoiceInfo","You can download an invoice for choosen period."
"PaidFeatures","Paid Features"
"PaidFeaturesSSL","Secure communication with API over HTTPS"
"PaidFeaturesStats","Statistics are shown for the past 3 month of usage, while comparably for non-paid accounts it's 3 days"
"Invoices","Invoices"
"PaidFeaturesEnabled","Paid Features Enabled"
"PaidFeaturesDisabled","Paid Features Disabled"
"Payer","Payer"
"PayerInfo","You can set another user to be responsible for depositing farms you own. This user can be your financial manager and requires only Monitor access to your farms."
"PayerTransfer","Transfer responsibility of farm billing"
"PayerUser","Set other user as payer"
"Debt","Debt"
"AutomaticWithdraw","Your funds will automatically withdraw the amount of daily use from Your Funds after zero balance was reached."
"Use deposit, $","Use deposit, {currencySymbol}"
"TransferPaymentOwnership","You can transfer payment ownership of the farms to others"
"ManualyTransfer","You can manually transfer funds from Your Deposit to a farm or a user"
"YourDepositUsage","Your Deposit is used by the default auto-withdrawal for all farms where you are the owner"
"RefillDeposit","Refill Deposit"
"BillingFAQ","Billing FAQ"
"IncomingPayerRequest","Do you agree to pay for the next farms?"
"Action.TransferPayerRole","Request for payer change has been sent"
"Billing.transferTargetPayerText","You have already sent a payer request to"
"AutoFans.CriticalAction","Critical Action"
"AutfanTTHint","Autofan controls the fans. Claymore -tt values are ignored."
"GPURedTemp","GPU Temperature"
"AsicRedTemp","ASIC Temperature"
"MonitorThreshold","Monitor Threshold"
"SignIn","Sign In"
"Daily cost","Daily cost"
"TransferToOthers","Transfer funds to others"
"Action.TransferComplete","Transfer complete"
"TransferRules","You can't send funds to user that doesn't exist"
"Amount to transfer, $","Amount to transfer, {currencySymbol}"
"Disk Model","Disk Model"
"FSMinerDuplicates","Miners can't be duplicated in same flight sheet"
"Account.WhiteListWarning","Don't use this on Dynamic IP (if your ISP changes it or you are Mobile network)"
"NewRig.Read4","To"
"Search","Search"
"Sure want to delete selected flight sheets?","Sure want to delete selected flight sheets?"
"Action.SelectedFlightSheetsRemoved","Selected flight sheets removed"
"Action.SelectedWalletsRemoved","Selected wallets removed"
"AccountIsLockedByAdministrator","Account is locked by administrator"
"Farm.FarmsFs.CreateWalletFirst","To manage Flight Sheets you need {createWalletLink} first"
"NvidiaCardForm.RunningDelay","Delay in seconds before applying overclock"
"MinerThreads","Miner Threads"
"Expand","Expand"
"Collapse","Collapse"
"Hashrate","Hashrate"
"Temperature","Temperature"
"Fans","Fans"
"Status","Status"
"Ratio","Accepted Ratio"
"Units","Units"
"No workers found so far.","No workers found so far."
"Shutdown and then boot after 30 seconds","Shutdown & boot in 30s"
"Export CSV","Export CSV"
"Refresh","Refresh"
"per row","per row"
"ConsoleCommand.Wakeralarm","Shutdown and reboot in 120 seconds"
"Import Flight Sheet","Import Flight Sheet"
"Close","Close"
"Impossible to perform action","Impossible to perform action"
"Invalid file format. JSON expected.","Invalid file format. JSON expected."
"To manage overclocking go to Overclocking Templates page","To manage overclocking go to {overclockingTemplatesHref} page"
"To manage your wallets and flightsheets go to wallets page","To manage your flight sheets or wallets go to {flightSheetsHref} or {walletsHref}"
"Reading file error","Reading file error"
"MinerUptime","Miner Uptime"
"SelectOrAddTag","Select or start to type"
"SelectWorkers","Select workers"
"Mode","Mode"
"code replaced by wallet","{code} will be replaced with correct value from the wallet."
"code replaced by email","{code} will be replaced with correct value from the pool config."
"code replaced by worker","{code} will be replaced with each worker name."
"Pool examples","Pool examples"
"code for manual pool setting","{code} for manual pool setting, for failover pools add them in the next line"
"Only stratum pools pass is used","Only stratum pools are supported. Pass is used one for all."
"url will be replaced with config","{code} will be replaced with pool address:port from pool config"
"host will be replaced with config","{code} will be replaced with pool address from pool config"
"port will be replaced with config","{code} will be replaced with pool port from pool config"
"Set your pool password here","Set your pool password here"
"You can use variable","Some pools are using this field to set worker name. In this case you can use {code} variable."
"Threads example","Threads example"
"Addition information in href","Addition information can be found in {href}"
"or use online configurator","or use {href}"
"Add extra parameters if required","Add extra parameters in the config if required. One per line in the following format without commas or dots at the end of each line."
"For example","For example"
"max-cpu-usage example","{example} reduces CPU usage from 75% to 50%"
"variant: 1 sets PoW-variant to 1","{example} sets PoW-variant to 1"
"Other parameters can be found href","Other parameters can be found {href}"
"enables nicehash.com support","{code} enables nicehash.com support"
"code for hiveon and most of pools","{code} for {hiveon} and most other pools"
"code for other pools","{code} for {pools} and etc."
"List of comma-separated device IDs","List of comma-separated device IDs to use for mining. IDs are numbered 0,1 …, N - 1"
"Mining intensity","Mining intensity (0 - 6) (default: 6 )"
"Other parameters by href","Other parameters can be found in {href}"
"code for nanopool","{code} for nanopool"
"Use only exact cards","Use only {cards} cards"
"Use only the specified GPUs","Use only the specified GPUs (if more than 10, separate the indexes with comma)"
"You can use variable url","You can use variable {code} which will be replaced with pool address:port from pool config template"
"Failover pools also supported","Failover pools also supported - put one server per line, the first line will be main server. Pass is used one for all."
"Only stratum pools are supported","Notice: Only stratum pools are supported"
"By default mining on all CUDA","By default mining will be on all available CUDA devices, but you can change it here"
"for mining on GPU","for mining on GPU4, GPU5 and GPU6"
"By default used auto intensity","By default auto intensity is used which depends on the algorithm, but users can set their own – one value for all or comma separated values for every GPU"
"set intensity all devices","set intensity 22 for all mining devices"
"set intensity exact devices","for x5 GPU rig sets intensity GPU0-1 - 18, GPU2-3 19, GPU4 - 20"
"Most important arguments","Most important arguments for performance are --opencl-threads and --opencl-launch. This arguments depends from card type and algorithm"
"For example for add algorithm","For example for RX580 and x16r algorithm add"
"Please refer href","Please refer {href}"
"Please refer to miner manual","Please refer to the miner's manual for the full list of arguments"
"for mining only on cards","for mining only on {cards} cards"
"for mining only exact GPU","for mining only on GPU3..GPU5"
"Intensity","Intensity, -dcri 0...300"
"The intensity of the secondary mining","The intensity of the secondary mining. Valid values are 0 to 300. Default is 0, for automatic tunning."
"for pools where worker name","for pools where worker name put in password field"
"Check your pool's help for formatting","Check your pool's help section for formatting details."
"Check your pool's help","Check your pool's help section for details."
"Download rig.conf for this worker","Download {href} for this worker"
"To disable CPU set","To disable CPU set"
"to print intro connection event","to print intro, connection event, disconnect event and new job (block) event in all cases, result submission event in miner output"
"to display messages","to display messages from your pool operator in the hashrate result"
"Attention miner for CUDA","Attention! This miner has been built to support CUDA 9.2. Miner will not start if Nvidia driver version is below 390.xx series."
"Flight Sheet updated","Flight Sheet successfully updated."
"algo sets algorithm to","{code} sets algorithm to {algo}"
"LAN Configuration","LAN Configuration"
"IP/Network","IP/Network"
"Enter IP/Network","Enter IP/Network"
"Gateway","Gateway"
"Enter gateway","Enter gateway"
"DNS","DNS"
"Enter DNS","Enter DNS"
"Test network","Test online (will not save configuration if new config fails)"
"Switch to DHCP","Switch to DHCP"
"Network masks hint","Network masks hint"
"Sure want to delete selected wallets?","Are you sure you want to delete the selected wallets?"
"WDConfig.forGPU","Timings for selected GPU workers"
"WDConfig.forASIC","Timings for selected ASIC workers"
"EditMiner.FinMiner.WalletField","This field is only for the wallet, worker name and email must be set in \"Extra config arguments\" field"
"EditMiner.FinMiner.UserConfig.PaymentId","can be defined for wallets created on an exchange where the user has a personal payment number in addition to their wallet"
"EditMiner.FinMiner.UserConfig.RigName","the name of the rig (computer/worker). It will be displayed in the pool's statistics"
"EditMiner.FinMiner.UserConfig.Email","the user’s e-mail address. It is provided to the pool where the rig will be operating"
"EditMiner.FinMiner.UserConfig.CpuThreads","specifies the number of concurrent CPU threads to use for mining. All threads are used by default"
"EditMiner.FinMiner.UserConfig.Order","The order of devices determines the order of displayed hashrate. For example, if it is set as {devices} then the hashrate line will first display GPU3, then GPU1 and finally GPU0"
"EditMiner.GMiner.UserConfig.PersonalizationString","personalization string for equihash algorithm (for example: 'BgoldPoW', 'BitcoinZ', 'Safecoin')"
"Pool server examples","Pool server examples"
"Pool port examples","Pool port examples"
"EditMinerForm.Version.OutdatedVersion","Your current miner version is no longer supported. Please update with a newer one."
"Owners Wallets","Owner's Wallets"
"Farm Wallets","Farm Wallets"
"FSRequiredFields","Please, fill all required fields and setup miner configs"
"Owners Flight Sheet","Owner's Flight Sheet"
"Owners Flight Sheets","Owner's Flight Shees"
"OwnersWalletsInfo","Global Wallets is used across all yours farms simultaneously. Also can be used in Global Flight Sheets and Farm's Flight Sheets."
"Rigs.CreateNewRigLabel.CreateNew","No workers found. You can {addOne}"
"Rigs.CreateNewRigLabel.AddOne","add one"
"WorkerMiner.RunningVersion","Running Version"
"EditMiner.Version.Change","Unsupported version"
"Clear","Clear"
"EditMiner.GMiner.Tooltip.MostPools","for most of the pools"
"MinerForm.Template.CodeForSparkPools","{code} for {spark} and most other pools"
"MinerForm.PoolServerAndPort","Pool server:port"
"MinerForm.Url.CodeForSparkPools","{code} for {spark} and most other pools"
"MinerForm.BeamClConfig.Devices","selects devices to mine on. If none are specified the miner will run on all devices found on the system."
"VBIOS ROM Storage","VBIOS ROM Storage"
"Add VBIOS","Add VBIOS"
"Memory","Memory"
"Issues","Issues"
"Missed hashrate","Missing hashrate"
"Overheat","Overheat"
"WithCopyToClipboard.Error","Copying to clipboard failed"
"WithCopyToClipboard.Success","Copied to clipboard"
"FlightSheet.Controls.ImportFrom","Import from"
"FlightSheet.Controls.ImportFromFile","File"
"FlightSheet.Controls.ImportFromClipboard","Clipboard"
"FlightSheet.FlightSheetForm.ReadingClipboardFailed","Reading from clipboard failed"
"MinerForm.PluginAndDeviceConfigs","Plugin and device configs"
"MinerForm.Template.CodeForMostPools","{code} for most pools"
"MinerForm.Url.CodeForMostPools","{code} for most pools"
"Per page","Per page"
"Missed card","Missing card"
"Romstorage.Noroms","No VBIOS ROMs currently added"
"EditMiner.GrinMinerConfig.AddDeviceParameters","Add device parameters in this field. One per line in the following format"
"EditMiner.GrinMinerConfig.WithoutSpaces","without spaces, commas or dots at the end of each line"
"EditMiner.GrinMinerConfig.Recovertpb","{code} - place this block of text per every GPU and replace the device number with the corresponding GPU number"
"EditMiner.GrinMinerConfig.CheckOut","Check out {href} for additional information"
"Tags.Replace","Replace all assigned tags with specified ones"
"AsicTable.Watts","Watts"
"ASICFirmwareForm.Url.Placeholder","Enter URL for custom ASIC Firmware"
"ASICFirmwareForm.NoCustom","Recommended by Hive OS"
"ASICFirmwareForm.Custom","You can specify the link from which the firmware will be downloaded"
"ASICFirmwareForm.Select","Select Firmware Source"
"ASICFirmwareForm.LIST","From List"
"ASICFirmwareForm.URL","Specify URL"
"Switch","Switch"
"Model","Model"
"AutoTunerConfigForm.warning","Caution! Overclocking works only with Hiveon Firmware"
"ASICFirmwareForm.Error","Select firmware please"
"MinerForm.ASIC.asocboost","For non-official firmwares with AsicBoost"
"MinerForm.ASIC.removeLowPowerMode","Turn off 'Low Power Mode'"
"MinerForm.ASIC.removeLowPowerEnhancedMode","Turn off 'Low Power Enhanced Mode'"
"EditMiner.Url.FormManualPools","{code} for manual pool setting"
"EditMiner.GrinGoldMinerConfig.ForAmd","For {amd} place this block of text per every GPU and replace the device number with the corresponding GPU number"
"EditMiner.GrinGoldMinerConfig.ForNvidia","For {nvidia} place this block of text per every GPU and replace the DeviceID number with the corresponding GPU number"
"EditMiner.GrinGoldMinerConfig.TurnedOn","Turned On"
"EditMiner.GrinGoldMinerConfig.TurnedOff","Turned Off"
"EditMiner.GrinMinerConfig.ForAmd","For {amd} place this block of text per every GPU and replace the device number with the corresponding GPU number"
"EditMiner.GrinMinerConfig.ForNvidia","For {nvidia} place this block of text per every GPU and replace the DeviceID number with the corresponding GPU number"
"EditMiner.GMiner.Tooltip.ManualPools","for manual pool settings"
"Statistics.title","Statistics"
"Statistics.donutsTitle.algos","Algorithms/GPUs"
"Statistics.donutsTitle.miners","Miners/GPUs"
"Statistics.donutsTitle.gpuBrands","GPU Brands"
"Statistics.donutsTitle.amdModels","AMD Models"
"Statistics.donutsTitle.nvidiaModels","Nvidia Models"
"Statistics.donutsTitle.asicModels","ASIC Models"
"Farms.FarmRepoUrls.RepoUrls","Repository URLs"
"Farms.FarmRepoUrls.Add","Add URL"
"Farms.FarmRepoUrls.SuccessfullySaved","Repository URLs successfully saved"
"Intensity, -dcri 0...300","Intensity, -dcri 0...300"
"EditMiner.NbMiner.Tooltip.Intensity","Intensity"
"EditMiner.NbMiner.Tooltip.IntensityOfTheSecondary","The intensity of the secondary mining. Recomended values are 8 to 24. Default is 16."
"EditMiner.NbMiner.Tooltip.PoolExamples","Pool examples"
"EditMiner.NbMiner.Tooltip.CodeStratumTcp","{code} for BTM and GRIN"
"EditMiner.NbMiner.Tooltip.CodeStratumSsl","{code} for BTM and GRIN with TLS"
"EditMiner.NbMiner.Tooltip.CodeEthproxyTcp","{code} for ETH"
"EditMiner.NbMiner.Tooltip.CodeEthnhTcp","{code} for ETH-Nicehash"
"EditMiner.NbMiner.Tooltip.CodeEthproxyTcpMan","{code} for manual pool setting, for failover pools add them in the next line"
"EditMiner.NbMiner.Tooltip.PassIsUsedOneForAll","Pass is used one for all"
"EditMiner.NbMiner.SecondWalletWorkTemplate","Second wallet and worker template"
"EditMiner.NbMiner.Tooltip.Attention","Attention! Specify the ETH wallet in this field for dual mining"
"EditMiner.GrinProMinerConfig.TurnedOn","Turned On"
"EditMiner.GrinProMinerConfig.TurnedOff","Turned Off"
"EditMiner.GrinProMinerConfig.Cpuload","CPU load"
"EditMiner.GrinProMinerConfig.AutomaticCpuLoad","{code} for automatic CPU load balancer"
"EditMiner.GrinProMinerConfig.MinimalCpuLoad","{code} for minimal CPU usage, less GPS"
"EditMiner.GrinProMinerConfig.MaximumCpuLoad","{code} for maximum CPU usage, more GPS"
"Farms.FarmRepoUrls.RepoUrlsTitle","Packages repository server mirror URL"
"Farm.FarmRepoUrls.FarmHashDescription1","If you have local web server on your farm with packages repository you can set it's URL here for rigs to update from your server."
"Farm.FarmRepoUrls.FarmHashDescription2","This is useful for faster updates and to preserve traffic."
"Farms.Farm.Online","Online"
"Farms.Farm.Offline","Offline"
"Farms.Farm.Energy","Energy"
"Farms.Farm.Balance","Balance"
"Farms.Farm.DailyPrice","Daily price"
"Farms.Farm.Efficiency","Efficiency"
"Farms.TagsInlineForm.Close","Close"
"Farms.TagsInlineForm.Edit","Edit tags"
"Farms.WorkersGrid.Offline","Offline worker"
"Farms.WorkersGrid.Warnings","Workers with critical parameters (overheated, overloaded, invalid shares)"
"Farms.WorkersGrid.Online","Online worker"
"Farms.WorkersReport.Overheated","Overheated workers count"
"Farms.WorkersReport.InvalidShares","Workers with invalid shares"
"Farms.WorkersReport.Overloaded","Overloaded workers count"
"Farms.WorkersReport.Offline","Offline workers count"
"TagCreateForm.TagNamePlaceholder","New tag name"
"TopMenu.FarmsTagsForm.UserTags","User tags"
"TopMenu.FarmsTagsForm.Close","Close"
"TopMenu.FarmsTagsForm.AddTag","Add tag"
"TopMenu.FarmsTagsForm.CreateNewTag","Create new tag"
"TopMenu.FarmsTagsForm.DeleteTagWarning","Caution! Removing a tag will remove it from all farms"
"Mac Address","MAC Address"
"EditMiner.CommonTooltips.PortExamples","Pool port examples"
"EditMiner.CommonTooltips.ForMostPools","{code} for most of the pools"
"EditMiner.HspMinerAe.WalletTemplate","Wallet template"
"EditMiner.HspMinerAe.WorkerName","Worker name"
"EditMiner.HspMinerAe.ExtraConfig","Extra config arguments"
"EditMiner.HspMinerAe.WorkerNameExample","HSPMinerAE have a separate parameter for worker name. For example"
"EditMiner.HspMinerAeUrl.AddTls","Add tls:// to enable TLS connection. For example"
"MinerForm.HspMinerAeConfig.Devices","selects the devices to mine on. If none are specified the miner will run on all devices found in the system."
"EditMiner.NbMiner.Tooltip.AttentionSpecifyPool","Attention! Specify the ETH pool in this field for dual mining"
"EditMiner.GrinMinerConfig.LeaveEmptyOrAddDeviceParameters","Leave this field empty for autoconfig for all available devices оr manually add device parameters in this field"
